ts,open,high,low,close,volume,funding,borrow,liq,depeg,oi
1768514400,95584.36000000,95871.00000000,95488.91000000,95583.87000000,269.05055000,0.0,0.0,0.0,0.0,0.0
1768518000,95583.87000000,95718.31000000,95378.58000000,95604.80000000,276.37850000,0.0,0.0,0.0,0.0,0.0
1768521600,95604.81000000,95828.01000000,95570.96000000,95633.50000000,207.12295000,0.0,0.0,0.0,0.0,0.0
1768525200,95633.50000000,95855.12000000,95420.75000000,95664.18000000,401.56495000,0.0,0.0,0.0,0.0,0.0
1768528800,95664.17000000,95687.47000000,95393.90000000,95504.40000000,384.29986000,0.0,0.0,0.0,0.0,0.0
1768532400,95504.40000000,95586.60000000,95321.58000000,95354.69000000,214.15334000,0.0,0.0,0.0,0.0,0.0
1768536000,95354.69000000,95582.41000000,95133.03000000,95261.29000000,700.90747000,0.0,0.0,0.0,0.0,0.0
1768539600,95261.30000000,95676.73000000,95242.18000000,95660.37000000,746.76630000,0.0,0.0,0.0,0.0,0.0
1768543200,95660.38000000,95816.83000000,95534.00000000,95741.21000000,443.54681000,0.0,0.0,0.0,0.0,0.0
1768546800,95741.22000000,95788.34000000,95489.60000000,95653.16000000,403.70542000,0.0,0.0,0.0,0.0,0.0
1768550400,95653.16000000,95871.47000000,95570.68000000,95676.00000000,594.74259000,0.0,0.0,0.0,0.0,0.0
1768554000,95676.01000000,95788.17000000,95601.50000000,95613.53000000,177.27273000,0.0,0.0,0.0,0.0,0.0
1768557600,95613.53000000,95637.00000000,95280.51000000,95307.35000000,538.64006000,0.0,0.0,0.0,0.0,0.0
1768561200,95307.35000000,95470.00000000,95261.43000000,95429.09000000,303.73259000,0.0,0.0,0.0,0.0,0.0
1768564800,95429.09000000,95569.00000000,95353.50000000,95458.55000000,289.70117000,0.0,0.0,0.0,0.0,0.0
1768568400,95458.55000000,95579.00000000,95288.05000000,95448.87000000,277.92918000,0.0,0.0,0.0,0.0,0.0
1768572000,95448.86000000,95809.08000000,95192.35000000,95192.36000000,624.83754000,0.0,0.0,0.0,0.0,0.0
1768575600,95192.36000000,95663.15000000,94293.46000000,94585.98000000,1821.66491000,0.0,0.0,0.0,0.0,0.0
1768579200,94585.99000000,94990.73000000,94508.00000000,94872.55000000,811.28371000,0.0,0.0,0.0,0.0,0.0
1768582800,94872.55000000,95130.49000000,94555.88000000,95076.08000000,513.23212000,0.0,0.0,0.0,0.0,0.0
