1719792000,62772.01,62944.0,62573.32,62931.99,987.12645,0.0,0.0,0.0,0.0,0.0
1719795600,62931.98,63730.0,62901.71,63640.82,2570.40171,0.0,0.0,0.0,0.0,0.0
1719799200,63640.81,63818.33,63288.53,63435.86,2037.33231,0.0,0.0,0.0,0.0,0.0
1719802800,63435.86,63536.47,63340.0,63437.69,1264.46281,0.0,0.0,0.0,0.0,0.0
1719806400,63437.69,63466.92,63223.2,63279.79,517.1528,0.0,0.0,0.0,0.0,0.0
1719810000,63279.79,63457.47,63262.0,63432.94,418.26492,0.0,0.0,0.0,0.0,0.0
1719813600,63432.94,63464.74,63293.75,63404.0,526.6083,0.0,0.0,0.0,0.0,0.0
1719817200,63403.99,63432.0,63260.71,63277.84,486.84295,0.0,0.0,0.0,0.0,0.0
1719820800,63277.84,63314.99,62836.47,62923.91,1388.89036,0.0,0.0,0.0,0.0,0.0
1719824400,62923.91,62997.98,62789.16,62938.97,731.18198,0.0,0.0,0.0,0.0,0.0
1719828000,62938.97,62977.99,62781.05,62852.24,615.27621,0.0,0.0,0.0,0.0,0.0
1719831600,62852.24,62858.0,62593.07,62662.09,1009.76623,0.0,0.0,0.0,0.0,0.0
1719835200,62662.09,62900.0,62641.99,62882.0,684.19991,0.0,0.0,0.0,0.0,0.0
1719838800,62882.0,63081.11,62497.2,62685.27,1326.77132,0.0,0.0,0.0,0.0,0.0
1719842400,62685.27,62944.0,62610.35,62826.02,1425.79805,0.0,0.0,0.0,0.0,0.0
1719846000,62826.02,63166.11,62815.63,63132.9,1077.93682,0.0,0.0,0.0,0.0,0.0
1719849600,63132.9,63338.12,62966.77,63119.33,1324.97385,0.0,0.0,0.0,0.0,0.0
1719853200,63119.33,63697.66,63056.83,63697.66,1361.75841,0.0,0.0,0.0,0.0,0.0
1719856800,63697.66,63861.76,63438.45,63649.99,1532.83742,0.0,0.0,0.0,0.0,0.0
1719860400,63649.99,63649.99,63071.36,63226.78,1260.38786,0.0,0.0,0.0,0.0,0.0
1719864000,63226.78,63423.48,63162.06,63292.53,543.30696,0.0,0.0,0.0,0.0,0.0
1719867600,63292.53,63292.53,63036.82,63130.01,342.5251,0.0,0.0,0.0,0.0,0.0
1719871200,63130.01,63162.5,62804.6,62975.1,658.76429,0.0,0.0,0.0,0.0,0.0
1719874800,62975.1,63037.18,62834.0,62899.99,454.53836,0.0,0.0,0.0,0.0,0.0
1719878400,62900.0,62988.0,62787.42,62926.65,395.65337,0.0,0.0,0.0,0.0,0.0
1719882000,62926.65,62960.86,62815.71,62926.0,299.28933,0.0,0.0,0.0,0.0,0.0
1719885600,62926.0,63127.1,62924.0,62999.56,514.46846,0.0,0.0,0.0,0.0,0.0
1719889200,62999.56,63288.83,62991.03,63138.67,469.50682,0.0,0.0,0.0,0.0,0.0
1719892800,63138.68,63245.8,63038.01,63038.01,532.00551,0.0,0.0,0.0,0.0,0.0
1719896400,63038.02,63094.73,63002.0,63024.0,265.73488,0.0,0.0,0.0,0.0,0.0
1719900000,63024.0,63048.86,62818.72,62866.0,698.37544,0.0,0.0,0.0,0.0,0.0
1719903600,62866.01,62880.0,62580.0,62629.99,1022.41571,0.0,0.0,0.0,0.0,0.0
1719907200,62630.0,62746.55,62401.23,62670.01,1141.20358,0.0,0.0,0.0,0.0,0.0
1719910800,62670.01,62795.68,62601.18,62650.01,1695.32553,0.0,0.0,0.0,0.0,0.0
1719914400,62650.01,62801.05,62485.63,62715.98,787.71878,0.0,0.0,0.0,0.0,0.0
1719918000,62715.98,62866.2,62616.28,62832.01,514.78225,0.0,0.0,0.0,0.0,0.0
1719921600,62832.01,63042.91,62723.79,62878.45,673.25581,0.0,0.0,0.0,0.0,0.0
1719925200,62878.45,63152.0,62517.81,62626.92,1356.82371,0.0,0.0,0.0,0.0,0.0
1719928800,62626.92,62730.0,61867.29,62035.43,2827.22625,0.0,0.0,0.0,0.0,0.0
1719932400,62035.43,62160.04,61823.74,61948.08,1109.28372,0.0,0.0,0.0,0.0,0.0
1719936000,61948.08,62026.45,61806.28,61920.89,889.07011,0.0,0.0,0.0,0.0,0.0
1719939600,61920.9,62152.2,61888.0,62147.98,462.22418,0.0,0.0,0.0,0.0,0.0
1719943200,62147.99,62368.81,62141.81,62330.01,814.72882,0.0,0.0,0.0,0.0,0.0
1719946800,62330.01,62367.51,61884.01,61939.1,675.61066,0.0,0.0,0.0,0.0,0.0
1719950400,61939.1,62080.73,61875.55,62012.01,458.46831,0.0,0.0,0.0,0.0,0.0
1719954000,62012.01,62089.61,61903.41,61958.02,440.44409,0.0,0.0,0.0,0.0,0.0
1719957600,61958.03,62113.63,61958.02,62090.01,298.89309,0.0,0.0,0.0,0.0,0.0
1719961200,62090.01,62181.24,62078.53,62135.47,230.61034,0.0,0.0,0.0,0.0,0.0
1719964800,62135.46,62285.94,62093.36,62094.02,364.83454,0.0,0.0,0.0,0.0,0.0
1719968400,62094.02,62218.0,61228.8,61617.91,1595.13007,0.0,0.0,0.0,0.0,0.0
1719972000,61617.9,61617.91,61245.96,61362.0,1459.75063,0.0,0.0,0.0,0.0,0.0
1719975600,61362.01,61371.19,60600.0,60987.99,1725.86161,0.0,0.0,0.0,0.0,0.0
1719979200,60988.0,60988.0,60816.0,60883.9,581.25951,0.0,0.0,0.0,0.0,0.0
1719982800,60883.89,61121.52,60859.53,61121.52,574.89166,0.0,0.0,0.0,0.0,0.0
1719986400,61121.52,61181.84,60976.56,61014.0,589.70734,0.0,0.0,0.0,0.0,0.0
1719990000,61014.0,61029.39,60845.01,60870.01,610.74449,0.0,0.0,0.0,0.0,0.0
1719993600,60870.01,60978.19,60390.0,60497.59,2958.54949,0.0,0.0,0.0,0.0,0.0
1719997200,60497.6,60667.18,60320.0,60606.01,1299.50781,0.0,0.0,0.0,0.0,0.0
1720000800,60606.02,60618.0,59600.0,60383.99,3193.58654,0.0,0.0,0.0,0.0,0.0
1720004400,60384.0,60480.0,60112.0,60386.01,1394.4349,0.0,0.0,0.0,0.0,0.0
1720008000,60386.01,60386.01,59921.17,60028.01,2089.2335,0.0,0.0,0.0,0.0,0.0
1720011600,60028.01,60640.1,59752.29,60589.99,2204.25102,0.0,0.0,0.0,0.0,0.0
1720015200,60590.0,60740.2,60263.09,60281.15,1443.10295,0.0,0.0,0.0,0.0,0.0
1720018800,60281.16,60464.0,59972.72,60186.25,1463.38751,0.0,0.0,0.0,0.0,0.0
1720022400,60186.25,60655.56,60100.0,60495.98,1631.44953,0.0,0.0,0.0,0.0,0.0
1720026000,60495.99,60515.99,60200.0,60371.34,723.54543,0.0,0.0,0.0,0.0,0.0
1720029600,60371.34,60446.06,60240.0,60248.01,652.73398,0.0,0.0,0.0,0.0,0.0
1720033200,60248.0,60248.0,59666.0,59671.1,1926.2088,0.0,0.0,0.0,0.0,0.0
1720036800,59671.11,59871.1,59581.71,59609.26,1248.26735,0.0,0.0,0.0,0.0,0.0
1720040400,59609.25,60340.0,59400.0,60247.59,1489.42615,0.0,0.0,0.0,0.0,0.0
1720044000,60247.58,60371.57,60125.49,60316.01,597.49829,0.0,0.0,0.0,0.0,0.0
1720047600,60316.02,60374.82,60208.57,60208.58,342.74817,0.0,0.0,0.0,0.0,0.0
1720051200,60208.57,60475.91,60208.57,60430.01,772.75767,0.0,0.0,0.0,0.0,0.0
1720054800,60430.01,60498.19,58444.0,58561.1,5938.30437,0.0,0.0,0.0,0.0,0.0
1720058400,58561.1,59106.84,57800.01,58972.13,5843.69019,0.0,0.0,0.0,0.0,0.0
1720062000,58972.13,59155.8,58815.94,59102.0,937.02902,0.0,0.0,0.0,0.0,0.0
1720065600,59102.0,59150.0,58724.98,58968.36,794.32045,0.0,0.0,0.0,0.0,0.0
1720069200,58968.37,59036.0,58865.27,58902.0,622.79698,0.0,0.0,0.0,0.0,0.0
1720072800,58902.0,59076.18,58535.8,58795.99,1422.51266,0.0,0.0,0.0,0.0,0.0
1720076400,58796.0,58857.99,58104.0,58219.99,2155.52292,0.0,0.0,0.0,0.0,0.0
1720080000,58219.99,58506.18,57238.68,57688.46,4505.25499,0.0,0.0,0.0,0.0,0.0
1720083600,57688.46,57873.53,56952.0,57748.0,5315.27006,0.0,0.0,0.0,0.0,0.0
1720087200,57748.01,57952.95,57427.71,57946.43,1933.09234,0.0,0.0,0.0,0.0,0.0
1720090800,57946.43,58118.96,57680.01,57761.94,1486.45328,0.0,0.0,0.0,0.0,0.0
1720094400,57761.95,57761.95,57161.55,57247.98,1939.81743,0.0,0.0,0.0,0.0,0.0
1720098000,57247.98,57504.38,56771.0,57420.02,4993.42892,0.0,0.0,0.0,0.0,0.0
1720101600,57420.02,57539.05,56853.77,57450.25,2342.16352,0.0,0.0,0.0,0.0,0.0
1720105200,57450.25,58350.19,57356.78,58140.0,2842.22538,0.0,0.0,0.0,0.0,0.0
1720108800,58140.0,58397.6,57752.27,58304.59,1571.84699,0.0,0.0,0.0,0.0,0.0
1720112400,58304.59,58383.99,58100.0,58240.0,1092.21756,0.0,0.0,0.0,0.0,0.0
1720116000,58239.99,58370.0,57938.0,58168.0,1121.46865,0.0,0.0,0.0,0.0,0.0
1720119600,58168.0,58676.24,58141.66,58283.62,1223.74873,0.0,0.0,0.0,0.0,0.0
