ts,o,h,l,c,v,funding,borrow,liq,depeg,oi
1769655900,87981.83,88117.39,87975.70,88011.27,65.5132,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769656200,88011.28,88265.39,88006.96,88081.77,149.4836,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769656500,88081.77,88200.00,88000.00,88045.19,66.1483,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769656800,88045.18,88196.66,88045.18,88108.38,61.1693,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769657100,88108.37,88111.19,88029.98,88048.39,51.0253,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769657400,88048.39,88075.26,87960.35,87973.43,47.5720,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769657700,87973.42,88102.59,87973.42,88101.09,59.3635,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769658000,88101.08,88132.43,88086.27,88128.34,20.9489,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769658300,88128.33,88169.54,88022.28,88064.68,34.7774,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769658600,88064.68,88064.68,87987.20,88033.39,38.4777,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769658900,88033.39,88078.00,88012.06,88053.71,36.7066,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769659200,88053.71,88083.97,88012.64,88051.75,28.2401,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769659500,88051.76,88089.22,88037.94,88071.91,20.4274,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769659800,88071.91,88071.92,87964.40,87980.02,30.4096,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769660100,87980.02,88055.33,87980.00,87989.66,21.9975,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769660400,87989.67,88040.31,87901.23,87976.43,44.4503,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769660700,87976.42,88070.47,87956.64,88070.47,31.5045,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769661000,88070.47,88235.29,88070.47,88232.56,21.5661,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769661300,88232.56,88235.28,88160.03,88208.38,18.6031,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769661600,88208.39,88208.39,88159.94,88165.24,10.5698,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769661900,88165.24,88234.61,88165.23,88234.60,20.2868,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769662200,88234.60,88285.80,88234.60,88285.80,24.5038,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769662500,88285.80,88345.66,88275.18,88315.20,38.7847,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769662800,88315.20,88408.08,88289.00,88398.58,28.4139,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769663100,88398.59,88398.59,88273.53,88297.02,25.3194,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769663400,88297.02,88325.60,88273.54,88311.47,13.5587,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769663700,88311.46,88350.00,88289.14,88289.14,14.0649,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769664000,88289.14,88289.15,88196.05,88214.96,15.3870,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769664300,88214.97,88264.01,88192.08,88206.12,16.2906,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769664600,88206.13,88314.13,88206.12,88314.12,43.3231,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769664900,88314.12,88364.64,88312.85,88325.23,68.6147,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769665200,88325.24,88334.22,88285.48,88307.86,65.1385,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769665500,88307.86,88311.39,88236.27,88236.27,22.0592,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769665800,88236.28,88248.64,88172.20,88185.55,10.3461,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769666100,88185.56,88205.70,88142.66,88186.54,31.7974,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769666400,88186.53,88280.00,88168.90,88275.23,44.3372,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769666700,88275.23,88311.38,88252.78,88252.79,29.1260,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769667000,88252.78,88259.61,88188.72,88249.38,26.6898,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769667300,88249.38,88302.00,88249.38,88250.04,40.0558,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769667600,88250.04,88250.04,88200.05,88212.83,17.3276,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769667900,88212.83,88280.00,88193.65,88279.99,24.7699,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769668200,88279.99,88331.57,88279.99,88323.51,20.0831,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769668500,88323.51,88332.13,88262.32,88318.35,24.0482,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769668800,88318.34,88338.67,88310.98,88328.48,13.7831,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769669100,88328.48,88334.50,88255.01,88311.97,13.6907,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769669400,88311.97,88327.92,88272.43,88300.11,20.4059,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769669700,88300.11,88320.54,88300.10,88319.35,10.2003,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769670000,88319.35,88375.30,88317.35,88375.29,16.0354,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769670300,88375.29,88390.23,88353.44,88354.93,26.8328,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769670600,88354.93,88354.93,88306.08,88329.73,29.1586,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769670900,88329.74,88335.30,88250.00,88290.14,36.3835,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769671200,88290.14,88344.14,88264.92,88344.13,28.5676,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769671500,88344.14,88344.14,88256.19,88265.89,32.2270,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769671800,88265.90,88309.83,88262.88,88309.83,33.4883,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769672100,88309.83,88366.00,88273.56,88289.34,32.3918,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769672400,88289.34,88338.11,88250.00,88338.11,56.1405,-0.00003267,0.00005000,0.5000,0.000000,1000000
1769672700,88338.10,88403.08,88286.26,88403.07,63.6611,-0.00003267,0.00005000,0.5000,0.000000,1000000
